fiber_type,resin_type,density_g_cm3,layer_count,curing_temperature_c,fiber_volume_fraction,void_content_pct,tensile_strength_mpa
Basalt,Vinyl Ester,2.2245903678997823,14,131.49011335829186,0.3227719028898045,2.726186353895281,1757.9781607573027
Aramid,Phenolic,2.061189195763187,8,142.5589880996917,0.5043049285381811,3.311561059374112,1700.6369190710689
Glass,Phenolic,2.3382928411405595,5,90.24361149507573,0.6545544039561876,1.897401407090129,1755.2940456984481
Carbon,Polyester,1.893155756634056,13,124.23852338234168,0.6318130960657895,3.052859738388734,1509.5921152695043
Carbon,Phenolic,1.7670563563823376,19,134.77448258170767,0.5982544729398825,3.7470342231799103,1619.2608738183885
Basalt,Vinyl Ester,2.0664557372387726,14,117.44176984248296,0.4360574362259965,3.37132092333058,1722.0603357504522
Aramid,Phenolic,1.8315632886090745,4,113.78658731692136,0.4935720531665844,2.0757815989599244,1350.5823331810536
Glass,Phenolic,2.2593007203618827,16,60.65440572604527,0.3024010126850459,3.0215906942085393,1465.4647444806806
Carbon,Polyester,2.4835930421313135,8,146.29328092095824,0.4885376465999851,2.392663684693728,1406.963670862532
Carbon,Phenolic,1.9137007868767488,11,90.85601376624057,0.5723554744601478,3.2467799313253027,1366.1630045641534
Basalt,Vinyl Ester,1.649884880971217,11,104.30231254950445,0.5301539667189334,3.266190950543204,1495.1398316895074
Aramid,Phenolic,2.109191388627601,23,131.64593840251953,0.5511916155447428,1.9464433335154534,1407.65127315843
Glass,Phenolic,1.6502391524407787,27,61.09485390463012,0.33246225702479415,3.011098619977257,2058.6637439753576
Carbon,Polyester,1.9891379976588635,4,105.24435337693777,0.39909514449327255,2.959893639679783,1419.3607867685087
Carbon,Phenolic,1.9968908487216535,16,88.72925411026581,0.6889958280156894,3.1251395390548726,1336.452960417918
Basalt,Vinyl Ester,1.5265265734152984,16,113.75129763404024,0.5099147091281385,1.1854042400743956,1662.363232229235
Aramid,Phenolic,2.138848345086958,8,130.11177411882198,0.6426664158846507,1.6014749836480568,1576.7271495468615
Glass,Phenolic,2.4554435644116808,11,122.09017748459371,0.3829981483750785,1.6193476931397959,1590.9839209374288
Carbon,Polyester,1.5193069943199704,21,74.61215755923911,0.3462347576526517,2.1054036194944277,1877.657055558491
Carbon,Phenolic,2.020493898412698,16,96.07469172243884,0.5439806829940854,1.9408273775277967,1655.0024216842412
Basalt,Vinyl Ester,2.2904993950315253,16,77.36674076425572,0.5999679932597515,2.995943525597549,1461.1617468935212
Aramid,Phenolic,2.2903879524612845,13,113.76858941969672,0.3502499419761931,1.0146809988726202,1798.9581779826945
Glass,Phenolic,2.2937620421582654,27,149.60917835576845,0.5263344795234355,3.586784494409105,1562.513816500549
Carbon,Polyester,2.283943688896912,19,95.40113825269376,0.4572914686584441,1.12927997946495,1568.5908945309404
Carbon,Phenolic,2.4254004586521565,24,131.2763120689861,0.3612327700666292,2.009079602887117,1665.0382894868203
Basalt,Vinyl Ester,2.2266730113641433,24,137.69953059808086,0.5176845420373039,1.9695201393672548,1564.0546808942313
Aramid,Phenolic,1.6306326267132356,8,67.90769132030307,0.6297386276900347,3.8233986778970372,1760.933619563304
Glass,Phenolic,2.1584284684925956,14,136.52157039626616,0.6776732131673951,2.4652065419931146,1290.558833129313
Carbon,Polyester,2.2278474247322597,10,118.10904027746359,0.37893821974963016,3.9452572394565255,1091.9677810695302
Carbon,Phenolic,2.4732901852869045,23,143.64581146619412,0.6690866431522408,2.3439037003316807,1645.9408561130379
Basalt,Vinyl Ester,1.6724577923691322,26,72.36513568937048,0.6294250873089928,1.241184016133718,1828.8421456268366
Aramid,Phenolic,1.66029827231133,2,70.91507303017673,0.31324183475906203,2.6052686345780636,1617.0235769678973
Glass,Phenolic,1.94284112407742,22,68.91574579264886,0.5360319414796613,2.315629301450717,1450.1886138024615
Carbon,Polyester,2.0383307991088557,17,84.37699797900673,0.495933346938341,1.5111267100439454,1923.0367217296573
Carbon,Phenolic,2.4902958924171847,15,87.97191511759401,0.6773797513851015,3.6961090807487236,1925.5808348515538
Basalt,Vinyl Ester,2.3247006957843483,14,102.35261587158155,0.495601659842004,2.9202483146424223,1175.244643832741
Aramid,Phenolic,1.6626030813073176,19,84.41606336979977,0.41010380483211467,3.0406056486606747,1599.4303662808861
Glass,Phenolic,2.2820975193483095,20,92.24954825440699,0.6555146384752206,2.6405367752824453,1354.884071335586
Carbon,Polyester,2.2257611020969392,16,94.66572178159112,0.4330275546292409,3.133011698290061,2001.0939661738885
Carbon,Phenolic,2.0121336108812673,18,87.62109208136738,0.5555869261015804,1.9419657973162003,950.7265736392827
Basalt,Vinyl Ester,1.9937557051587467,9,125.84222774163115,0.40881864443822824,1.499351155850318,1624.0041745717335
Aramid,Phenolic,1.750315785088171,14,88.5361808339054,0.31632697988931896,2.74705279555255,1800.631472166467
Glass,Phenolic,1.9965061732119218,7,88.421147218852,0.5206300154681933,1.0708836646686128,1255.4984473310699
Carbon,Polyester,2.239557197141726,12,73.08761346876486,0.35576204000932954,3.8461475013561106,1667.5499333610385
Carbon,Phenolic,1.728200287566827,28,93.60726563453386,0.6638441681064244,3.217462702973673,1631.8422099716804
Basalt,Vinyl Ester,1.5563934648050382,17,128.0484325593205,0.521307019589359,1.49645806208799,2067.895631043106
Aramid,Phenolic,1.6656154623617976,23,77.32695719181277,0.6136271594678055,2.8215936952831364,1553.1257765692583
Glass,Phenolic,2.145467923627111,12,62.761271625712666,0.48119660174517437,3.4411074213079216,1750.1050949388143
Carbon,Polyester,2.057850347150131,3,143.8180517498153,0.6148130384652053,3.259269775545968,1668.1270127322641
Carbon,Phenolic,2.1708063817347267,22,126.09660998278397,0.4106958325279697,3.0762529370849063,1661.9342066396985
Basalt,Vinyl Ester,2.2980123936420007,18,116.30284202847425,0.43760339068439436,3.063200851870329,1388.7282953095043
Aramid,Phenolic,1.742450555621312,19,134.08965567340877,0.6600292383222761,2.831722605188586,1311.7677427345402
Glass,Phenolic,1.7535062299541528,17,119.5740817343657,0.4116480051473668,2.817404707271752,1606.8481839436656
Carbon,Polyester,2.3317350097494636,18,93.53386836978414,0.36353069013084033,2.0294962208428444,2227.018782097027
Carbon,Phenolic,1.635890263231831,18,92.38571042371717,0.6731977856730755,3.5576831948060477,1416.824765698404
Basalt,Vinyl Ester,2.0338325104889505,3,107.81546977772965,0.5341135793636471,3.2862485969057813,2042.5508860293126
Aramid,Phenolic,1.8208684025350736,8,94.16624245359768,0.5428344422556732,3.641170726884445,1532.12372754871
Glass,Phenolic,1.7595723806176276,10,104.83908378183548,0.6906140720024744,3.9327452639105487,1841.745939026829
Carbon,Polyester,1.6025665926388744,5,104.81045342522128,0.574161947682934,1.9071877636725894,1661.886111996549
Carbon,Phenolic,1.8220692098330058,27,110.39213651044082,0.4701521071588771,2.5209614356913317,1008.2546723575515
Basalt,Vinyl Ester,2.2419740795806202,24,122.09185568551692,0.5030960401654196,1.7352482486085887,1721.5613615196235
Aramid,Phenolic,2.2507301252124865,4,112.71799784947072,0.3503263247568874,1.769039158380747,1351.9666027821163
Glass,Phenolic,1.8837037253532647,1,119.35731543190096,0.6121344724517381,2.056530900808925,1971.8079723773265
Carbon,Polyester,1.8315605910405126,7,72.29285586715854,0.3867959563038591,2.007828894808883,1123.4610236177384
Carbon,Phenolic,1.5172459289644356,19,98.10522348025907,0.5779386219375011,3.795256930934076,1579.584916446297
Basalt,Vinyl Ester,2.0373056628188904,19,124.2882406227613,0.3449830828910972,3.557383300472554,1334.5287290916701
Aramid,Phenolic,1.5206497365355052,6,119.76737292644762,0.43401567310876665,1.788323463255176,1537.3274597383422
Glass,Phenolic,2.30547715762388,13,108.70276627562916,0.4101015653523934,1.1529411723522034,1305.1988770491907
Carbon,Polyester,2.0327404349343796,23,83.13069005664627,0.40422275541895547,3.7602734776277633,1324.5615155605292
Carbon,Phenolic,2.0896924105642816,29,136.45808913529692,0.4011776360638821,3.9043863756354424,1864.537505464582
Basalt,Vinyl Ester,2.0248829081667608,17,149.14907886305846,0.3177023293060674,3.1376802984012184,1247.0051844163322
Aramid,Phenolic,1.8011295900744557,17,83.70381548775359,0.3040455666254785,3.7637396235803227,1581.1572160147043
Glass,Phenolic,2.321025585934955,10,60.022948345447546,0.3629231851169275,3.987380653038861,1534.2276326864328
Carbon,Polyester,2.331728113037365,1,115.80748746469672,0.647516052923688,2.707158799918623,1900.2431263075127
Carbon,Phenolic,1.765270908046523,13,82.60818536053925,0.5095603044380512,3.9351727230349423,2190.145599993292
Basalt,Vinyl Ester,2.0397807260301177,29,139.60903037547968,0.6713032586991504,1.4474115888068915,1815.2475732429994
Aramid,Phenolic,1.8809697590779053,28,121.46620012105977,0.6020856338067415,1.9020548272787052,1884.2865787307012
Glass,Phenolic,1.6698050712418016,14,81.16164380351877,0.3496412526198125,3.8684379662086745,2233.5265122491737
Carbon,Polyester,1.835609472794182,13,61.064706646567565,0.41140128427184686,1.6469813214004714,1320.793589147506
Carbon,Phenolic,1.6916331332262344,8,132.09111528797138,0.49199748586121334,1.3596578778798858,1344.0822000205512
Basalt,Vinyl Ester,1.6008661988068738,21,83.70358812044563,0.5976498351044266,3.7546077259444885,997.7809396563457
Aramid,Phenolic,2.3879120142183217,24,147.53403415026474,0.3037617310818165,1.7103612533939754,1921.4889573237574
Glass,Phenolic,2.1255565044342406,27,71.62749851319602,0.4841506726484698,2.99716092387634,1825.6714478818026
Carbon,Polyester,1.6552146699180224,9,121.10766129638225,0.45760132380086516,1.2714165818725165,1315.0010456137302
Carbon,Phenolic,1.881615987214119,19,93.47774810319213,0.679220451972437,1.9105091884695047,1727.2097598219457
Basalt,Vinyl Ester,1.7810072950162588,9,137.0196878182776,0.4820108083841701,2.81693408557614,1694.0196302088307
Aramid,Phenolic,1.9529242395116095,15,125.7351440855083,0.6966401419683541,1.0692152945357165,1975.0407133780861
Glass,Phenolic,1.6169972786328926,23,136.12340409178645,0.4337710183823142,2.5400642109302436,1880.893593854262
Carbon,Polyester,1.649120848404161,8,116.60063459317941,0.660519616352453,1.432398403456808,1403.705862028722
Carbon,Phenolic,2.01712589259064,5,147.87918486277204,0.6849417973436351,2.2667803573843357,1493.4863846022088
Basalt,Vinyl Ester,2.2926331390786134,1,81.47485611878298,0.5826533854256104,3.2018239210507202,1229.9510625025227
Aramid,Phenolic,2.137367516784471,18,140.29963788329314,0.6918624765182013,1.535242484873692,2094.8021927786735
Glass,Phenolic,1.6325839238996007,26,127.89064744399322,0.4621949982295228,3.488401388599438,1443.737442007087
Carbon,Polyester,2.255609917327207,1,85.53337774913157,0.6891387878185516,3.182356109153386,1328.4035097707356
Carbon,Phenolic,1.7991098904631513,4,93.90278862499918,0.41608118497851376,1.0455256308682388,1949.0038468138696
Basalt,Vinyl Ester,2.1583628253405793,17,97.24287227194515,0.35208579056404155,2.669336939722641,1305.8629166167582
Aramid,Phenolic,2.0720028884729755,26,90.93703280879063,0.6222812809940312,3.8550209165014975,1967.0440439701324
Glass,Phenolic,2.4209414544282133,22,143.17308067432361,0.5633504500900359,1.703842258629673,2552.536910241665
Carbon,Polyester,1.969855468065534,5,138.1404195616998,0.5967826119203208,3.178536106283461,1384.638058429678
Carbon,Phenolic,2.4099261142367494,11,147.15491627606332,0.3965217738517648,3.7030470028249525,1410.7766581403012
Basalt,Vinyl Ester,2.3925199529700594,2,75.07752587439845,0.6761676848398908,3.537891006313704,2069.3649573030007
Aramid,Phenolic,1.5228858906551552,4,125.7268238197121,0.6629468853369336,1.1242358593147048,1572.3261088923334
Glass,Phenolic,1.8865531274861689,17,104.61756958168488,0.5958235458904176,3.4423733829521423,2019.6992037243049
Carbon,Polyester,1.855783401516046,27,88.17619116702612,0.58737873081506,3.0560054189886685,2166.68521049956
Carbon,Phenolic,1.9710212461861705,25,90.63751057147199,0.6677183070420049,1.9410694691825516,2025.5520498604142
Basalt,Vinyl Ester,2.2053389573940385,20,79.34530273050248,0.5936961801380389,2.891370618648899,1505.0041351388727
Aramid,Phenolic,1.7364993235664796,8,142.4976926341762,0.6916037286335399,2.3852954253494465,886.2414282648404
Glass,Phenolic,1.7696161694584087,14,86.54605418078869,0.3116201778924549,2.88815264185448,2245.7537558818
Carbon,Polyester,2.1938196817237126,6,87.60273721121932,0.5606440746394478,2.976450746960619,2110.867542586692
Carbon,Phenolic,1.6538329593876573,3,74.17593756383594,0.5204006932438019,2.2430186690687473,1631.8093241995773
Basalt,Vinyl Ester,2.3203491634086295,16,69.5832687726852,0.6251544043271057,3.7711294166291855,1856.232199662693
Aramid,Phenolic,2.073583769637429,22,116.10601998321167,0.660112703906273,1.3149661020482841,1444.0910065884063
Glass,Phenolic,1.743523380807733,12,75.1665012993426,0.6035956784631051,2.9839478603326928,1308.1283773768523
Carbon,Polyester,2.096572428128977,21,72.79371646486665,0.47191019915667554,1.0422942395008206,1935.9880710576504
Carbon,Phenolic,1.5417297742501561,1,68.04597860720263,0.6292228731299037,2.446060894736815,1277.5367252688627
Basalt,Vinyl Ester,2.1143431364525718,1,132.06574791561775,0.5505881298228721,3.788189840973238,1403.3561732013113
Aramid,Phenolic,1.5143273522282166,11,140.24689891983624,0.32412098260020705,3.3677155098384848,1685.7064902608272
Glass,Phenolic,1.8597167418857627,28,111.33447204845848,0.6562535412293602,1.9078984655004791,1959.1032686540918
Carbon,Polyester,1.6023718787825234,11,88.81662494160065,0.47395549791241504,2.73912648465274,1985.0167658489079
Carbon,Phenolic,1.6140994584517214,8,75.64808186545899,0.6803031532989218,1.2038284693613286,1472.9720066797195
Basalt,Vinyl Ester,1.657704799181868,19,100.40864090642617,0.5782959037066746,3.5397302833263478,1345.2812874614297
Aramid,Phenolic,1.5392343837676732,29,69.63032331575226,0.3096318910096455,1.2758568683015015,1362.364917589718
Glass,Phenolic,2.0146155448476137,13,61.84171604700117,0.5477421804751726,3.0885545272628874,1428.1524353506222
Carbon,Polyester,2.254505236047556,22,86.1715079880343,0.3938731510713222,2.2577086544601523,1457.2549258970218
Carbon,Phenolic,2.267223689348115,16,131.35693786518772,0.6096775501369482,1.2303250703980986,1195.895253907912
Basalt,Vinyl Ester,2.256667923541301,18,121.30079115139655,0.5628121080546611,1.9077444931179206,1584.9739337514648
Aramid,Phenolic,2.018458791507284,22,94.81729923234457,0.5964553457264972,2.217851598058467,2187.5084100966346
Glass,Phenolic,1.6439021587420792,13,83.81935141891623,0.4372708910528218,1.8998927308657743,1358.7644191717727
Carbon,Polyester,2.46837984611666,14,123.82828995428257,0.5678444854339311,3.241847669683097,1757.8903642461562
Carbon,Phenolic,1.6051012749603801,27,115.4914212850561,0.5446868002991847,1.096478748556935,1668.4846879944428
Basalt,Vinyl Ester,2.18507714489218,4,117.2907633140722,0.41176499103446074,1.0435861386376128,1432.415772242849
Aramid,Phenolic,1.7009851507712672,9,127.63314260061861,0.5758267764112686,2.172564138122858,2176.829661221514
Glass,Phenolic,2.1941190381344646,1,126.31506048226453,0.6327276609920836,2.4223839848901823,1895.3424320045322
Carbon,Polyester,2.4228159558836486,13,85.6212292743181,0.45058083345726374,3.1197227733004174,1582.691065913889
Carbon,Phenolic,1.6713953799188077,14,130.70676565746217,0.49474146380525835,1.8906808045961672,1360.0470069371718
Basalt,Vinyl Ester,2.2076606810138166,11,125.27297932187383,0.6654304504669942,2.5996307722727865,2254.7346109153755
Aramid,Phenolic,2.3702330798112197,9,60.56060361796898,0.40959233308189685,2.9113155567657953,1585.5646963285897
Glass,Phenolic,1.8871997371486833,20,140.7647550491755,0.33988945596505354,3.4698886165028235,1353.9714131724666
Carbon,Polyester,1.840205323733484,25,132.21703582250183,0.453994936581957,2.463255016950227,1572.657324128353
Carbon,Phenolic,1.5508530968573193,4,127.77789552271283,0.6497487549646029,3.8261998095681693,1983.7412379633624
Basalt,Vinyl Ester,1.7578617305681647,2,106.43051006668529,0.48860016654623817,1.7497446127147591,1374.3607319230362
Aramid,Phenolic,2.216417362416521,8,89.99344906365266,0.6853482446859918,3.131288406168372,1712.8730794721332
Glass,Phenolic,1.7334063260055763,3,70.78436174779142,0.6934528641734494,1.1209489696060593,1404.3202087379132
Carbon,Polyester,1.9179518396691306,12,91.1353997712528,0.5050158499482413,2.015708300761306,1428.7063755783226
Carbon,Phenolic,2.097394544702544,15,66.98920556845593,0.36192776581456276,2.8310211876860656,1751.8023926985488
Basalt,Vinyl Ester,1.5936497850509064,7,95.65955577671514,0.6997140355394502,2.3733132681384235,1979.6971078186507
Aramid,Phenolic,1.5703987401437556,20,106.3632028018576,0.5524650359299041,3.3668154951571774,1749.1929301768882
Glass,Phenolic,2.321852105405968,4,140.1244673134833,0.6976233044359894,2.9774109614442685,1791.745378817094
Carbon,Polyester,2.3837519102919256,19,72.59770922141072,0.32205531482826416,3.8022325934441548,2074.881659192646
Carbon,Phenolic,1.9779147263823318,3,70.83715403521232,0.3421820482286062,2.409771294110884,1929.9509580834342
Basalt,Vinyl Ester,2.1903672555515676,3,87.50031544814047,0.31498269487160224,2.0854023590276807,1597.574423840666
Aramid,Phenolic,1.9349850729521088,18,134.2324916624134,0.48257765369051,2.2855860369746246,1337.6072885365802
Glass,Phenolic,2.487645053496675,25,97.52026638398806,0.5703575457244809,1.5140650186670341,375.7406409494688
Carbon,Polyester,1.5904090857130568,16,81.00604049898803,0.3570025435660342,1.2857119780800903,1287.098273131031
Carbon,Phenolic,2.2642360400000356,27,81.50985862294604,0.6435718766880817,2.174652839584708,1963.771887026301
Basalt,Vinyl Ester,1.8163188108563306,22,74.80778762411299,0.4358472387945584,2.536672135734585,1420.9733968437124
Aramid,Phenolic,2.147724538697759,2,146.71701944081929,0.49719800674914066,2.843743073203431,1232.6677458291347
Glass,Phenolic,2.2556399024669544,19,112.23922956185149,0.6346709035627212,1.2741069745783742,1543.0988123187528
Carbon,Polyester,2.3606851231304207,22,135.9561175565562,0.4409192202135174,2.9802697271193836,1411.6482827024327
Carbon,Phenolic,1.9313994529746723,7,126.876642136288,0.35454761221795006,1.4812029940866047,944.220274174912
Basalt,Vinyl Ester,2.1813996981994705,10,131.5239322761849,0.37864136132928794,1.1093385023830444,1401.590131128072
Aramid,Phenolic,2.287904407647749,18,120.54089521617169,0.469565709490357,3.414693625918374,1720.6815857333822
Glass,Phenolic,2.4792091498950835,3,96.55116437798807,0.5018430040165373,2.90235441888192,2166.34882487415
Carbon,Polyester,2.182008944393191,24,129.19169895072736,0.5411620551066394,2.3113610879077653,1309.7423578073683
Carbon,Phenolic,2.272697728264788,21,116.76129408829586,0.3481796679353114,3.4125325848430665,1961.7882194786014
Basalt,Vinyl Ester,2.2799019392007156,27,107.82432022108452,0.6795674856557667,2.0293191246386604,2015.675940106073
Aramid,Phenolic,2.098158052899379,2,105.5251605163603,0.3482258527356566,3.5099829399482094,1987.9638041452683
Glass,Phenolic,1.5578309694072245,25,63.73121493857096,0.39694343617958733,2.0811417877306218,1552.6972161840372
Carbon,Polyester,1.5731415737368535,1,115.19451559242682,0.6681485899933622,1.9026085415026903,1529.381906994245
Carbon,Phenolic,1.5062563301580145,27,80.32592590491171,0.4318660212462636,2.861559284515449,1006.0907671961746
Basalt,Vinyl Ester,1.8817333232111002,10,60.09502104817614,0.628129208542372,2.4743695752911434,2076.4410200202283
Aramid,Phenolic,1.9958463836303206,9,72.68211021280135,0.3374541065752822,3.5581062008087727,2188.847442276365
Glass,Phenolic,1.7010851830172773,1,97.15626085220029,0.45123151853564036,1.2936708062839364,1436.6564669392517
Carbon,Polyester,1.9459369983974928,11,81.17217725289196,0.4541441707579339,3.9701588468380247,1741.985465158237
Carbon,Phenolic,1.5367318334193083,14,62.56815702058098,0.4105078736713683,2.0501884376857893,1798.6953083963108
Basalt,Vinyl Ester,1.5247525896598564,10,69.73065220867909,0.44387181435360756,2.7429298841034337,1305.8172669023816
Aramid,Phenolic,2.1512788687914317,2,132.99834925866546,0.4818049830432567,2.4432273610398525,1922.1275815928768
Glass,Phenolic,1.5455976276428522,19,128.81730129025425,0.6814063802165231,1.230616926957886,1362.4359548296484
Carbon,Polyester,2.409902308910758,4,82.71187285831702,0.5274535773550755,1.353600351550793,1958.6358990841527
Carbon,Phenolic,2.353058678003463,21,94.11242897888582,0.5565550108854057,1.4521345631730391,1575.0023829455072
Basalt,Vinyl Ester,1.6938501538110404,6,65.74219314108679,0.4782737538879354,1.5767118131079019,1964.7608357226213
Aramid,Phenolic,1.671012817616751,27,64.24661232065284,0.4028101586727084,2.933154838264946,2302.6856048454993
Glass,Phenolic,2.4973480628198432,15,69.44108720661721,0.6276230642143419,1.8767826765047988,1364.6819073898153
Carbon,Polyester,1.542628361306254,7,95.64137706271353,0.6611851429893001,3.5165630016143345,1681.7298457663662
Carbon,Phenolic,1.8030113405724468,7,125.85062345360062,0.31130072843065515,3.902338032201981,1467.4536140235875
Basalt,Vinyl Ester,1.5683429922869745,22,74.81352649392085,0.32330361041631733,3.909360708944689,1466.8988289966362
Aramid,Phenolic,1.928919613256149,8,118.27382035371932,0.6130418916952367,3.4985079551551355,1806.0969387964712
Glass,Phenolic,1.8372204695754966,4,105.29800525173387,0.3145456743565525,1.011750820964269,1541.0785839997989
Carbon,Polyester,1.8920615811649273,25,121.69238020891953,0.44511548669541995,3.9381490597777673,1368.215835655426
Carbon,Phenolic,1.8085113753406175,27,70.17015368163896,0.4666667137814049,3.9962373955160997,1641.2687539269127
Basalt,Vinyl Ester,2.1637797626732,23,126.16896626615213,0.4733907839140409,3.0872078399869984,1930.8128485218976
Aramid,Phenolic,1.7871670339056633,6,146.00863328868377,0.5224131973289206,2.336536773775912,1974.4632210816176
Glass,Phenolic,2.4844276741309,11,146.55514739342846,0.4387336833026629,3.2700183612170357,1194.0759725012167
Carbon,Polyester,2.338181333733025,14,115.37308332830168,0.519189659327077,1.7941639043849587,2004.1662468343543
Carbon,Phenolic,1.9695900133640907,26,142.57160904627835,0.31159356766724877,2.934086633774913,1322.5838904108869
Basalt,Vinyl Ester,2.407325356867237,16,139.2901211525981,0.5793212009618322,3.469612295543155,1371.041867030529
Aramid,Phenolic,1.7344103365652224,10,106.67137818625712,0.5299379252717014,2.997839865283697,1852.6667782141058
Glass,Phenolic,2.118274064408957,23,83.53290746674949,0.6960149703396028,3.1901412164604306,1412.776303145177
Carbon,Polyester,1.718052708175616,21,86.48261088218446,0.6285118603863633,1.2611436124315234,1767.1890653917537
Carbon,Phenolic,2.4075156534634745,3,107.03576997859813,0.608320318738391,1.1096290475314947,1254.1420526875704
Basalt,Vinyl Ester,2.2408268672608385,13,69.14601046408026,0.362200646459969,1.0394910880815065,1661.4339516606456
Aramid,Phenolic,2.2664832048908794,26,102.32856398643796,0.4678985215880991,3.361942704970482,1718.9706903611082
Glass,Phenolic,1.8954904324420991,28,105.95418492494443,0.597034265097429,3.0003804745531673,2005.1318884093891
